time,temperature_c,precipitation_mm,sea_level_pressure_hpa,relative_humidity_pct
2017-09-01,21.066174,14.583511,1016.92834,66.34167
2017-10-01,14.469178,248.82265,1014.7064,73.1371
2017-11-01,4.5568132,64.292465,1018.3433,69.15
2017-12-01,-2.249409,8.744253,1019.004,69.1371
2018-01-01,-3.865427,27.134102,1022.0444,75.42742
2018-02-01,-1.389508,114.48658,1021.4991,76.52679
2018-03-01,2.9820933,39.79501,1019.1145,69.34677
2018-04-01,5.342372,49.65221,1016.8725,67.53333
2018-05-01,19.283077,126.72846,1013.50323,81.15323
2018-06-01,22.26364,181.6007,1012.4325,77.21667
2018-07-01,24.504293,67.682655,1016.4605,70.629036
2018-08-01,24.733269,96.676285,1014.504,81.78226
2018-09-01,20.769892,79.06103,1018.11914,72.725
2018-10-01,11.596364,128.41689,1016.6621,74.129036
2018-11-01,1.5694021,67.39644,1018.28,79.025
2018-12-01,1.1654483,55.878506,1017.8766,82.185486
2019-01-01,-5.4492126,56.80957,1019.52905,76.370964
2019-02-01,-2.7938135,57.606773,1019.01605,83.23214
2019-03-01,1.7241256,65.209915,1020.17096,71.879036
2019-04-01,10.130195,119.600845,1013.94666,74.95
2019-05-01,14.809765,233.98209,1013.13306,80.67742
2019-06-01,20.057024,108.214294,1012.7883,76.1
2019-07-01,25.10124,117.77348,1014.31696,74.51613
2019-08-01,22.695698,80.80368,1014.1347,68.3871
2019-09-01,21.155664,199.4882,1016.13086,75.708336
2019-10-01,11.157432,145.34346,1015.0758,71.701614
2019-11-01,1.9953855,36.146427,1018.3883,75.55
2019-12-01,1.4749404,39.267494,1015.6153,79.95968
2020-01-01,-0.5288576,77.32594,1019.1532,83.1129
2020-02-01,-1.3999809,24.666372,1019.05176,77.163795
2020-03-01,5.5353127,70.41371,1018.2242,81.33871
2020-04-01,8.62933,128.38564,1013.0783,73.40833
2020-05-01,15.016027,204.32889,1015.6895,78.16936
2020-06-01,22.808123,99.144165,1014.18335,73.65833
2020-07-01,25.133345,82.772194,1013.45886,65.76613
2020-08-01,23.357971,29.959934,1013.775,66.48387
2020-09-01,18.106066,82.079254,1016.12335,69.666664
2020-10-01,10.117584,89.04566,1017.3871,69.145164
2020-11-01,7.7556424,49.70633,1018.7208,72.025
2020-12-01,-0.067562416,57.590576,1017.08307,81.44355
2021-01-01,-2.1224914,39.766964,1018.9395,86.685486
2021-02-01,-7.448163,35.808456,1022.1,80.50893
2021-03-01,6.3024507,32.554996,1020.46857,75.129036
2021-04-01,10.474592,38.197353,1014.00665,76.98333
2021-05-01,15.090483,83.27161,1019.77014,74.758064
2021-06-01,23.074785,179.52182,1013.25165,78.85833
2021-07-01,23.125185,58.793495,1016.00726,72.79032
2021-08-01,24.324718,84.1587,1015.69354,71.69355
2021-09-01,20.727657,25.657873,1014.54083,64.65833
2021-10-01,15.1051035,181.82832,1013.8589,79.58871
2021-11-01,4.082102,22.018602,1018.8675,68.708336
2021-12-01,2.9671412,59.365925,1014.6032,80.46774
2022-01-01,-6.6973763,19.745747,1020.8766,80.70968
2022-02-01,-2.74079,84.61687,1020.84283,82.14286
2022-03-01,4.7159047,100.09607,1015.3,79.46774
2022-04-01,8.596986,80.500656,1014.43915,76.34167
2022-05-01,17.562506,111.87684,1013.2863,81.51613
2022-06-01,22.212322,55.275368,1014.2367,64.53333
2022-07-01,23.688097,142.91635,1013.86615,67.26613
2022-08-01,23.042015,61.552612,1015.5065,69.04032
2022-09-01,19.201847,57.352097,1016.8675,66.916664
2022-10-01,11.692055,59.47336,1016.4774,59.95968
2022-11-01,5.662435,30.62763,1018.365,68.96667
2022-12-01,-1.8999506,56.634644,1018.4121,78.42742
2023-01-01,-0.11460741,58.32709,1016.11694,85.30645
2023-02-01,0.69647986,88.86944,1016.34644,73.41071
2023-03-01,3.4088466,66.48551,1017.5653,76.30645
